"","Isemination_on_farm_TRUE","Weaners_on_farm_TRUE","Fattening_on_farm_TRUE","symptomatic_report_TRUE","ili_signs_TRUE","return_to_service_rate_NA","return_to_service_rate_TRUE","farrowing_rate_TRUE","piglets_per_sow_year_TRUE","abortions_per_sow_year_TRUE","piglet_mortality_TRUE","feed_conversion_rate_fatteners_NA","feed_conversion_rate_fatteners_TRUE","respiratory_history_swine_NA","respiratory_history_swine_3","respiratory_history_swine_2","time_respiratory_disease_NA","time_respiratory_disease_TRUE","frequency_respi_outbreak_3x or more per year","frequency_respi_outbreak_2x/year","frequency_respi_outbreak_1x/year","frequency_respi_outbreak_once","frequency_respi_outbreak_few pigs affected no outbreak","outbreak_since_examination_TRUE","suckling_piglets_diseased_TRUE","weaners_diseased_TRUE","fatteners_diseased_TRUE","symptom_swine_sneezing_TRUE","symptom_swine_coughing_TRUE","symptom_swine_nasal_discharge_TRUE","symptom_swine_fever_TRUE","symptom_swine_feed_intake_red_TRUE","symptom_swine_apathy_TRUE","symptom_swine_dyspnoea_TRUE","Age_weeks_factor_13+w","Age_weeks_factor_9-12w","Age_weeks_factor_mixed_ages<10w","weaners_reduced_general_wellbeing_NA","weaners_sneezing_NA","weaners_sneezing_10–<20","weaners_sneezing_3–<10","weaners_sneezing_20+","weaners_coughing_5+","weaners_coughing_2–<5","rectal_temperature_max_>=41.0","rectal_temperature_max_40.0–<40.5","rectal_temperature_max_40.5–<41.0","rectal_temperature_max_<40.0","rectal_temperature_avg_<40.0","rectal_temperature_avg_40.0–<40.5","fatteners_reduced_general_wellbeing_TRUE","fatteners_reduced_general_wellbeing_NA","fatteners_sneezing_NA","fatteners_coughing_5+","farrowing_piglet_litters_sneezing_TRUE","farrowing_piglet_litters_coughing_TRUE"
"77",0.813224036372102,0.510416743970309,-1.45189531303052,-0.497995983919549,-0.683244853190834,1.14205792160306,-0.911882345352023,-1.03666130759601,-1.28308139739474,0.658245665630879,0.897274455936065,0.472954833477579,-0.42167679655717,1.9919839356782,-0.42167679655717,-0.485512896097753,1.1236304795374,-0.988055650383099,-0.260440127148371,-0.309385355577173,-0.339327065149329,-0.522786880524923,-0.460308043755083,-0.260440127148371,-0.260440127148371,-0.868607433331903,-0.746993975879324,-0.571969348977909,-1.53601801791234,-0.339327065149329,-0.522786880524923,-0.786377524087261,-0.633449624647684,-0.447557473748001,-0.277426597934263,-0.395155852984804,-0.277426597934263,-0.447557473748001,-0.510416743970309,-0.367794408974263,-0.596511598341995,-0.242584949300485,-0.293702008105524,-0.293702008105524,-0.381594914666171,-0.911882345352023,-0.596511598341995,2.51040188955052,0.522786880524922,-0.447557473748001,-0.32456914940173,1.07048168339433,0.522786880524922,-0.242584949300485,-0.658245665630879,-0.339327065149329
"78",-1.21983605455815,-1.9435099097331,0.683244853190834,-0.497995983919549,1.45189531303052,1.14205792160306,-0.911882345352023,-1.03666130759601,-1.28308139739474,-1.50703612920754,-1.10557031177837,-2.09745187020491,2.35251265447684,-0.497995983919549,2.35251265447684,-0.485512896097753,-0.882852519636531,-0.988055650383099,-0.260440127148371,-0.309385355577173,-0.339327065149329,-0.522786880524923,2.15507856848971,-0.260440127148371,-0.260440127148371,-0.868607433331903,-0.746993975879324,-0.571969348977909,-1.53601801791234,-0.339327065149329,-0.522786880524923,-0.786377524087261,-0.633449624647684,-0.447557473748001,-0.277426597934263,2.51040188955052,-0.277426597934263,2.21647510808534,1.9435099097331,-0.367794408974263,-0.596511598341995,-0.242584949300485,-0.293702008105524,-0.293702008105524,-0.381594914666171,-0.911882345352023,1.66300203174132,-0.395155852984804,0.522786880524922,-0.447557473748001,-0.32456914940173,-0.926685636371211,-1.8975227515349,-0.242584949300485,-0.658245665630879,-0.339327065149329
"79",-1.21983605455815,0.510416743970309,0.683244853190834,-0.497995983919549,-0.683244853190834,1.14205792160306,-0.911882345352023,-1.03666130759601,-1.28308139739474,-1.50703612920754,-1.10557031177837,0.472954833477579,-0.42167679655717,-0.497995983919549,-0.42167679655717,-0.485512896097753,1.1236304795374,-0.988055650383099,-0.260440127148371,-0.309385355577173,-0.339327065149329,-0.522786880524923,-0.460308043755083,-0.260440127148371,-0.260440127148371,-0.868607433331903,-0.746993975879324,-0.571969348977909,-1.53601801791234,-0.339327065149329,-0.522786880524923,-0.786377524087261,-0.633449624647684,-0.447557473748001,-0.277426597934263,-0.395155852984804,-0.277426597934263,-0.447557473748001,-0.510416743970309,-0.367794408974263,-0.596511598341995,-0.242584949300485,-0.293702008105524,-0.293702008105524,-0.381594914666171,-0.911882345352023,1.66300203174132,-0.395155852984804,-1.8975227515349,2.21647510808534,-0.32456914940173,-0.926685636371211,0.522786880524922,-0.242584949300485,-0.658245665630879,-0.339327065149329
"80",-1.21983605455815,0.510416743970309,-1.45189531303052,-0.497995983919549,-0.683244853190834,1.14205792160306,-0.911882345352023,0.956918130088623,0.773138790737853,0.658245665630879,0.897274455936065,0.472954833477579,-0.42167679655717,-0.497995983919549,-0.42167679655717,2.04320010441138,1.1236304795374,-0.988055650383099,-0.260440127148371,-0.309385355577173,-0.339327065149329,1.8975227515349,-0.460308043755083,-0.260440127148371,-0.260440127148371,1.14205792160306,-0.746993975879324,1.7343586710943,-1.53601801791234,-0.339327065149329,-0.522786880524923,-0.786377524087261,-0.633449624647684,-0.447557473748001,-0.277426597934263,-0.395155852984804,-0.277426597934263,-0.447557473748001,-0.510416743970309,-0.367794408974263,-0.596511598341995,-0.242584949300485,-0.293702008105524,-0.293702008105524,-0.381594914666171,1.08785964006908,-0.596511598341995,-0.395155852984804,0.522786880524922,-0.447557473748001,-0.32456914940173,1.07048168339433,0.522786880524922,-0.242584949300485,-0.658245665630879,-0.339327065149329
"81",0.813224036372102,0.510416743970309,0.683244853190834,-0.497995983919549,-0.683244853190834,-0.868607433331903,1.08785964006908,0.956918130088623,0.773138790737853,0.658245665630879,-1.10557031177837,0.472954833477579,-0.42167679655717,-0.497995983919549,-0.42167679655717,-0.485512896097753,1.1236304795374,-0.988055650383099,-0.260440127148371,-0.309385355577173,-0.339327065149329,-0.522786880524923,2.15507856848971,-0.260440127148371,3.80893685954493,-0.868607433331903,-0.746993975879324,-0.571969348977909,0.645825757531325,-0.339327065149329,-0.522786880524923,-0.786377524087261,-0.633449624647684,-0.447557473748001,-0.277426597934263,-0.395155852984804,-0.277426597934263,-0.447557473748001,-0.510416743970309,-0.367794408974263,-0.596511598341995,-0.242584949300485,-0.293702008105524,-0.293702008105524,-0.381594914666171,-0.911882345352023,1.66300203174132,-0.395155852984804,-1.8975227515349,2.21647510808534,-0.32456914940173,-0.926685636371211,0.522786880524922,-0.242584949300485,-0.658245665630879,-0.339327065149329
"82",0.813224036372102,-1.9435099097331,0.683244853190834,-0.497995983919549,-0.683244853190834,-0.868607433331903,1.08785964006908,0.956918130088623,0.773138790737853,0.658245665630879,0.897274455936065,-2.09745187020491,2.35251265447684,-0.497995983919549,-0.42167679655717,-0.485512896097753,-0.882852519636531,1.00399203184089,3.80893685954493,-0.309385355577173,-0.339327065149329,-0.522786880524923,-0.460308043755083,-0.260440127148371,-0.260440127148371,1.14205792160306,-0.746993975879324,1.7343586710943,0.645825757531325,-0.339327065149329,-0.522786880524923,-0.786377524087261,-0.633449624647684,-0.447557473748001,-0.277426597934263,-0.395155852984804,-0.277426597934263,-0.447557473748001,-0.510416743970309,-0.367794408974263,1.66300203174132,-0.242584949300485,-0.293702008105524,-0.293702008105524,-0.381594914666171,-0.911882345352023,1.66300203174132,-0.395155852984804,0.522786880524922,-0.447557473748001,-0.32456914940173,-0.926685636371211,0.522786880524922,-0.242584949300485,1.50703612920754,-0.339327065149329
"83",0.813224036372102,0.510416743970309,-1.45189531303052,-0.497995983919549,-0.683244853190834,-0.868607433331903,1.08785964006908,0.956918130088623,0.773138790737853,0.658245665630879,0.897274455936065,0.472954833477579,-0.42167679655717,-0.497995983919549,-0.42167679655717,-0.485512896097753,1.1236304795374,-0.988055650383099,-0.260440127148371,-0.309385355577173,-0.339327065149329,-0.522786880524923,-0.460308043755083,-0.260440127148371,-0.260440127148371,-0.868607433331903,-0.746993975879324,-0.571969348977909,-1.53601801791234,-0.339327065149329,-0.522786880524923,-0.786377524087261,-0.633449624647684,-0.447557473748001,-0.277426597934263,-0.395155852984804,-0.277426597934263,-0.447557473748001,-0.510416743970309,-0.367794408974263,-0.596511598341995,-0.242584949300485,-0.293702008105524,-0.293702008105524,-0.381594914666171,1.08785964006908,-0.596511598341995,-0.395155852984804,0.522786880524922,-0.447557473748001,-0.32456914940173,1.07048168339433,0.522786880524922,-0.242584949300485,1.50703612920754,2.92343317667114
"84",0.813224036372102,0.510416743970309,-1.45189531303052,-0.497995983919549,-0.683244853190834,-0.868607433331903,1.08785964006908,-1.03666130759601,-1.28308139739474,-1.50703612920754,0.897274455936065,0.472954833477579,-0.42167679655717,1.9919839356782,-0.42167679655717,-0.485512896097753,1.1236304795374,-0.988055650383099,-0.260440127148371,-0.309385355577173,-0.339327065149329,-0.522786880524923,-0.460308043755083,-0.260440127148371,-0.260440127148371,-0.868607433331903,-0.746993975879324,-0.571969348977909,-1.53601801791234,-0.339327065149329,-0.522786880524923,-0.786377524087261,-0.633449624647684,-0.447557473748001,-0.277426597934263,-0.395155852984804,-0.277426597934263,-0.447557473748001,-0.510416743970309,-0.367794408974263,-0.596511598341995,4.08928914535102,-0.293702008105524,-0.293702008105524,-0.381594914666171,1.08785964006908,-0.596511598341995,-0.395155852984804,0.522786880524922,-0.447557473748001,-0.32456914940173,1.07048168339433,0.522786880524922,-0.242584949300485,-0.658245665630879,-0.339327065149329
"85",-1.21983605455815,-1.9435099097331,0.683244853190834,-0.497995983919549,1.45189531303052,1.14205792160306,-0.911882345352023,-1.03666130759601,-1.28308139739474,-1.50703612920754,-1.10557031177837,-2.09745187020491,2.35251265447684,-0.497995983919549,-0.42167679655717,-0.485512896097753,-0.882852519636531,1.00399203184089,-0.260440127148371,-0.309385355577173,2.92343317667114,-0.522786880524923,-0.460308043755083,-0.260440127148371,-0.260440127148371,-0.868607433331903,1.32798929045213,1.7343586710943,0.645825757531325,-0.339327065149329,-0.522786880524923,1.26148061155665,-0.633449624647684,2.21647510808534,-0.277426597934263,2.51040188955052,-0.277426597934263,2.21647510808534,1.9435099097331,-0.367794408974263,-0.596511598341995,-0.242584949300485,-0.293702008105524,-0.293702008105524,-0.381594914666171,-0.911882345352023,1.66300203174132,-0.395155852984804,0.522786880524922,-0.447557473748001,-0.32456914940173,-0.926685636371211,-1.8975227515349,-0.242584949300485,-0.658245665630879,-0.339327065149329
"86",0.813224036372102,0.510416743970309,0.683244853190834,1.9919839356782,1.45189531303052,1.14205792160306,-0.911882345352023,-1.03666130759601,-1.28308139739474,-1.50703612920754,-1.10557031177837,0.472954833477579,-0.42167679655717,-0.497995983919549,2.35251265447684,-0.485512896097753,1.1236304795374,-0.988055650383099,-0.260440127148371,-0.309385355577173,-0.339327065149329,-0.522786880524923,-0.460308043755083,-0.260440127148371,-0.260440127148371,1.14205792160306,1.32798929045213,-0.571969348977909,0.645825757531325,-0.339327065149329,1.8975227515349,1.26148061155665,1.56602823871233,-0.447557473748001,-0.277426597934263,-0.395155852984804,-0.277426597934263,-0.447557473748001,1.9435099097331,-0.367794408974263,-0.596511598341995,-0.242584949300485,-0.293702008105524,-0.293702008105524,-0.381594914666171,-0.911882345352023,1.66300203174132,-0.395155852984804,-1.8975227515349,2.21647510808534,-0.32456914940173,-0.926685636371211,-1.8975227515349,-0.242584949300485,-0.658245665630879,2.92343317667114
"87",0.813224036372102,0.510416743970309,0.683244853190834,-0.497995983919549,1.45189531303052,-0.868607433331903,-0.911882345352023,0.956918130088623,0.773138790737853,0.658245665630879,0.897274455936065,0.472954833477579,-0.42167679655717,-0.497995983919549,-0.42167679655717,2.04320010441138,1.1236304795374,-0.988055650383099,-0.260440127148371,-0.309385355577173,-0.339327065149329,1.8975227515349,-0.460308043755083,-0.260440127148371,-0.260440127148371,1.14205792160306,-0.746993975879324,-0.571969348977909,0.645825757531325,-0.339327065149329,-0.522786880524923,1.26148061155665,1.56602823871233,2.21647510808534,-0.277426597934263,-0.395155852984804,-0.277426597934263,-0.447557473748001,-0.510416743970309,-0.367794408974263,-0.596511598341995,4.08928914535102,3.37757309321353,-0.293702008105524,-0.381594914666171,-0.911882345352023,1.66300203174132,-0.395155852984804,0.522786880524922,-0.447557473748001,-0.32456914940173,1.07048168339433,0.522786880524922,-0.242584949300485,1.50703612920754,2.92343317667114
"88",-1.21983605455815,0.510416743970309,0.683244853190834,1.9919839356782,1.45189531303052,1.14205792160306,-0.911882345352023,-1.03666130759601,-1.28308139739474,0.658245665630879,-1.10557031177837,0.472954833477579,-0.42167679655717,-0.497995983919549,2.35251265447684,-0.485512896097753,1.1236304795374,-0.988055650383099,-0.260440127148371,-0.309385355577173,-0.339327065149329,1.8975227515349,-0.460308043755083,-0.260440127148371,-0.260440127148371,-0.868607433331903,1.32798929045213,1.7343586710943,0.645825757531325,-0.339327065149329,-0.522786880524923,-0.786377524087261,1.56602823871233,2.21647510808534,3.57572059559717,-0.395155852984804,-0.277426597934263,-0.447557473748001,1.9435099097331,-0.367794408974263,-0.596511598341995,-0.242584949300485,-0.293702008105524,-0.293702008105524,-0.381594914666171,-0.911882345352023,-0.596511598341995,2.51040188955052,0.522786880524922,-0.447557473748001,3.05635949019963,-0.926685636371211,-1.8975227515349,-0.242584949300485,1.50703612920754,2.92343317667114
"89",0.813224036372102,0.510416743970309,0.683244853190834,-0.497995983919549,1.45189531303052,-0.868607433331903,-0.911882345352023,-1.03666130759601,-1.28308139739474,0.658245665630879,0.897274455936065,0.472954833477579,-0.42167679655717,-0.497995983919549,-0.42167679655717,-0.485512896097753,1.1236304795374,-0.988055650383099,-0.260440127148371,-0.309385355577173,-0.339327065149329,-0.522786880524923,2.15507856848971,-0.260440127148371,-0.260440127148371,1.14205792160306,-0.746993975879324,-0.571969348977909,0.645825757531325,-0.339327065149329,-0.522786880524923,-0.786377524087261,-0.633449624647684,-0.447557473748001,-0.277426597934263,-0.395155852984804,-0.277426597934263,-0.447557473748001,-0.510416743970309,2.69715899914459,-0.596511598341995,-0.242584949300485,3.37757309321353,-0.293702008105524,-0.381594914666171,-0.911882345352023,1.66300203174132,-0.395155852984804,-1.8975227515349,2.21647510808534,-0.32456914940173,-0.926685636371211,0.522786880524922,-0.242584949300485,1.50703612920754,-0.339327065149329
"90",-1.21983605455815,-1.9435099097331,0.683244853190834,1.9919839356782,1.45189531303052,1.14205792160306,-0.911882345352023,-1.03666130759601,-1.28308139739474,-1.50703612920754,-1.10557031177837,0.472954833477579,-0.42167679655717,1.9919839356782,-0.42167679655717,-0.485512896097753,1.1236304795374,-0.988055650383099,-0.260440127148371,-0.309385355577173,-0.339327065149329,1.8975227515349,-0.460308043755083,-0.260440127148371,-0.260440127148371,1.14205792160306,-0.746993975879324,-0.571969348977909,0.645825757531325,-0.339327065149329,-0.522786880524923,1.26148061155665,1.56602823871233,2.21647510808534,-0.277426597934263,-0.395155852984804,-0.277426597934263,2.21647510808534,1.9435099097331,-0.367794408974263,-0.596511598341995,-0.242584949300485,-0.293702008105524,-0.293702008105524,-0.381594914666171,1.08785964006908,-0.596511598341995,-0.395155852984804,0.522786880524922,-0.447557473748001,3.05635949019963,-0.926685636371211,-1.8975227515349,4.08928914535102,-0.658245665630879,-0.339327065149329
"91",0.813224036372102,0.510416743970309,0.683244853190834,-0.497995983919549,1.45189531303052,-0.868607433331903,1.08785964006908,0.956918130088623,0.773138790737853,0.658245665630879,0.897274455936065,0.472954833477579,-0.42167679655717,-0.497995983919549,-0.42167679655717,-0.485512896097753,1.1236304795374,-0.988055650383099,-0.260440127148371,3.20635732143616,-0.339327065149329,-0.522786880524923,-0.460308043755083,-0.260440127148371,-0.260440127148371,1.14205792160306,1.32798929045213,1.7343586710943,0.645825757531325,-0.339327065149329,1.8975227515349,-0.786377524087261,-0.633449624647684,-0.447557473748001,-0.277426597934263,-0.395155852984804,-0.277426597934263,-0.447557473748001,-0.510416743970309,-0.367794408974263,-0.596511598341995,4.08928914535102,3.37757309321353,-0.293702008105524,-0.381594914666171,-0.911882345352023,1.66300203174132,-0.395155852984804,0.522786880524922,-0.447557473748001,-0.32456914940173,-0.926685636371211,0.522786880524922,-0.242584949300485,1.50703612920754,-0.339327065149329
"92",0.813224036372102,0.510416743970309,-1.45189531303052,-0.497995983919549,-0.683244853190834,-0.868607433331903,1.08785964006908,0.956918130088623,0.773138790737853,0.658245665630879,0.897274455936065,0.472954833477579,-0.42167679655717,1.9919839356782,-0.42167679655717,-0.485512896097753,1.1236304795374,-0.988055650383099,-0.260440127148371,-0.309385355577173,-0.339327065149329,-0.522786880524923,-0.460308043755083,-0.260440127148371,-0.260440127148371,-0.868607433331903,-0.746993975879324,-0.571969348977909,-1.53601801791234,-0.339327065149329,-0.522786880524923,-0.786377524087261,-0.633449624647684,-0.447557473748001,-0.277426597934263,-0.395155852984804,-0.277426597934263,-0.447557473748001,-0.510416743970309,-0.367794408974263,-0.596511598341995,-0.242584949300485,-0.293702008105524,-0.293702008105524,-0.381594914666171,1.08785964006908,-0.596511598341995,-0.395155852984804,0.522786880524922,-0.447557473748001,-0.32456914940173,1.07048168339433,0.522786880524922,-0.242584949300485,1.50703612920754,-0.339327065149329
"93",0.813224036372102,0.510416743970309,-1.45189531303052,-0.497995983919549,-0.683244853190834,-0.868607433331903,1.08785964006908,0.956918130088623,0.773138790737853,0.658245665630879,-1.10557031177837,0.472954833477579,-0.42167679655717,-0.497995983919549,-0.42167679655717,-0.485512896097753,-0.882852519636531,1.00399203184089,-0.260440127148371,-0.309385355577173,-0.339327065149329,1.8975227515349,-0.460308043755083,-0.260440127148371,-0.260440127148371,1.14205792160306,-0.746993975879324,-0.571969348977909,0.645825757531325,2.92343317667114,1.8975227515349,1.26148061155665,1.56602823871233,-0.447557473748001,-0.277426597934263,-0.395155852984804,-0.277426597934263,-0.447557473748001,-0.510416743970309,-0.367794408974263,1.66300203174132,-0.242584949300485,-0.293702008105524,-0.293702008105524,-0.381594914666171,1.08785964006908,-0.596511598341995,-0.395155852984804,0.522786880524922,-0.447557473748001,-0.32456914940173,1.07048168339433,0.522786880524922,-0.242584949300485,1.50703612920754,2.92343317667114
"94",0.813224036372102,0.510416743970309,-1.45189531303052,-0.497995983919549,-0.683244853190834,-0.868607433331903,-0.911882345352023,-1.03666130759601,0.773138790737853,0.658245665630879,0.897274455936065,0.472954833477579,-0.42167679655717,-0.497995983919549,-0.42167679655717,2.04320010441138,-0.882852519636531,1.00399203184089,-0.260440127148371,-0.309385355577173,-0.339327065149329,1.8975227515349,-0.460308043755083,-0.260440127148371,-0.260440127148371,1.14205792160306,-0.746993975879324,-0.571969348977909,0.645825757531325,-0.339327065149329,-0.522786880524923,-0.786377524087261,-0.633449624647684,-0.447557473748001,-0.277426597934263,-0.395155852984804,-0.277426597934263,-0.447557473748001,-0.510416743970309,-0.367794408974263,1.66300203174132,-0.242584949300485,-0.293702008105524,-0.293702008105524,2.59961535616329,-0.911882345352023,-0.596511598341995,-0.395155852984804,0.522786880524922,-0.447557473748001,-0.32456914940173,1.07048168339433,0.522786880524922,-0.242584949300485,1.50703612920754,-0.339327065149329
"95",0.813224036372102,0.510416743970309,-1.45189531303052,-0.497995983919549,1.45189531303052,-0.868607433331903,1.08785964006908,0.956918130088623,0.773138790737853,0.658245665630879,-1.10557031177837,0.472954833477579,-0.42167679655717,1.9919839356782,-0.42167679655717,-0.485512896097753,1.1236304795374,-0.988055650383099,-0.260440127148371,-0.309385355577173,-0.339327065149329,-0.522786880524923,2.15507856848971,-0.260440127148371,-0.260440127148371,-0.868607433331903,-0.746993975879324,-0.571969348977909,-1.53601801791234,-0.339327065149329,-0.522786880524923,-0.786377524087261,-0.633449624647684,-0.447557473748001,-0.277426597934263,-0.395155852984804,-0.277426597934263,-0.447557473748001,-0.510416743970309,-0.367794408974263,-0.596511598341995,4.08928914535102,3.37757309321353,-0.293702008105524,-0.381594914666171,-0.911882345352023,1.66300203174132,-0.395155852984804,0.522786880524922,-0.447557473748001,-0.32456914940173,1.07048168339433,0.522786880524922,-0.242584949300485,1.50703612920754,-0.339327065149329
"96",0.813224036372102,0.510416743970309,0.683244853190834,-0.497995983919549,1.45189531303052,-0.868607433331903,1.08785964006908,0.956918130088623,0.773138790737853,0.658245665630879,0.897274455936065,0.472954833477579,-0.42167679655717,1.9919839356782,-0.42167679655717,-0.485512896097753,1.1236304795374,-0.988055650383099,-0.260440127148371,-0.309385355577173,-0.339327065149329,-0.522786880524923,2.15507856848971,-0.260440127148371,-0.260440127148371,-0.868607433331903,-0.746993975879324,-0.571969348977909,-1.53601801791234,-0.339327065149329,-0.522786880524923,-0.786377524087261,-0.633449624647684,-0.447557473748001,-0.277426597934263,-0.395155852984804,-0.277426597934263,-0.447557473748001,-0.510416743970309,-0.367794408974263,-0.596511598341995,4.08928914535102,-0.293702008105524,-0.293702008105524,-0.381594914666171,-0.911882345352023,1.66300203174132,-0.395155852984804,0.522786880524922,-0.447557473748001,-0.32456914940173,1.07048168339433,0.522786880524922,-0.242584949300485,-0.658245665630879,-0.339327065149329
"97",0.813224036372102,0.510416743970309,-1.45189531303052,-0.497995983919549,-0.683244853190834,-0.868607433331903,1.08785964006908,-1.03666130759601,0.773138790737853,0.658245665630879,0.897274455936065,0.472954833477579,-0.42167679655717,-0.497995983919549,-0.42167679655717,2.04320010441138,-0.882852519636531,-0.988055650383099,3.80893685954493,-0.309385355577173,-0.339327065149329,-0.522786880524923,-0.460308043755083,-0.260440127148371,-0.260440127148371,1.14205792160306,-0.746993975879324,1.7343586710943,-1.53601801791234,-0.339327065149329,1.8975227515349,1.26148061155665,1.56602823871233,-0.447557473748001,-0.277426597934263,-0.395155852984804,-0.277426597934263,-0.447557473748001,-0.510416743970309,-0.367794408974263,-0.596511598341995,-0.242584949300485,-0.293702008105524,-0.293702008105524,-0.381594914666171,1.08785964006908,-0.596511598341995,-0.395155852984804,0.522786880524922,-0.447557473748001,-0.32456914940173,1.07048168339433,0.522786880524922,-0.242584949300485,1.50703612920754,-0.339327065149329
"98",0.813224036372102,0.510416743970309,0.683244853190834,-0.497995983919549,-0.683244853190834,-0.868607433331903,1.08785964006908,0.956918130088623,0.773138790737853,0.658245665630879,0.897274455936065,0.472954833477579,-0.42167679655717,-0.497995983919549,-0.42167679655717,2.04320010441138,1.1236304795374,-0.988055650383099,-0.260440127148371,-0.309385355577173,-0.339327065149329,1.8975227515349,-0.460308043755083,-0.260440127148371,3.80893685954493,1.14205792160306,-0.746993975879324,-0.571969348977909,0.645825757531325,-0.339327065149329,-0.522786880524923,1.26148061155665,1.56602823871233,2.21647510808534,-0.277426597934263,-0.395155852984804,-0.277426597934263,-0.447557473748001,-0.510416743970309,2.69715899914459,-0.596511598341995,-0.242584949300485,-0.293702008105524,-0.293702008105524,-0.381594914666171,1.08785964006908,-0.596511598341995,-0.395155852984804,0.522786880524922,-0.447557473748001,-0.32456914940173,1.07048168339433,0.522786880524922,-0.242584949300485,-0.658245665630879,-0.339327065149329
"99",0.813224036372102,0.510416743970309,0.683244853190834,-0.497995983919549,-0.683244853190834,-0.868607433331903,1.08785964006908,0.956918130088623,0.773138790737853,0.658245665630879,-1.10557031177837,0.472954833477579,-0.42167679655717,1.9919839356782,-0.42167679655717,-0.485512896097753,1.1236304795374,-0.988055650383099,-0.260440127148371,-0.309385355577173,-0.339327065149329,-0.522786880524923,-0.460308043755083,-0.260440127148371,-0.260440127148371,-0.868607433331903,-0.746993975879324,-0.571969348977909,-1.53601801791234,-0.339327065149329,-0.522786880524923,-0.786377524087261,-0.633449624647684,-0.447557473748001,-0.277426597934263,-0.395155852984804,-0.277426597934263,-0.447557473748001,-0.510416743970309,-0.367794408974263,-0.596511598341995,-0.242584949300485,-0.293702008105524,-0.293702008105524,-0.381594914666171,1.08785964006908,-0.596511598341995,-0.395155852984804,0.522786880524922,-0.447557473748001,-0.32456914940173,-0.926685636371211,0.522786880524922,-0.242584949300485,-0.658245665630879,-0.339327065149329
"100",0.813224036372102,0.510416743970309,0.683244853190834,-0.497995983919549,-0.683244853190834,-0.868607433331903,1.08785964006908,-1.03666130759601,0.773138790737853,0.658245665630879,0.897274455936065,-2.09745187020491,2.35251265447684,-0.497995983919549,-0.42167679655717,-0.485512896097753,-0.882852519636531,1.00399203184089,-0.260440127148371,3.20635732143616,-0.339327065149329,-0.522786880524923,-0.460308043755083,-0.260440127148371,-0.260440127148371,1.14205792160306,1.32798929045213,-0.571969348977909,0.645825757531325,2.92343317667114,-0.522786880524923,-0.786377524087261,-0.633449624647684,-0.447557473748001,-0.277426597934263,-0.395155852984804,-0.277426597934263,-0.447557473748001,-0.510416743970309,-0.367794408974263,1.66300203174132,-0.242584949300485,-0.293702008105524,-0.293702008105524,-0.381594914666171,1.08785964006908,-0.596511598341995,-0.395155852984804,0.522786880524922,-0.447557473748001,-0.32456914940173,-0.926685636371211,0.522786880524922,-0.242584949300485,-0.658245665630879,-0.339327065149329
"101",-1.21983605455815,-1.9435099097331,0.683244853190834,-0.497995983919549,-0.683244853190834,1.14205792160306,-0.911882345352023,-1.03666130759601,-1.28308139739474,-1.50703612920754,-1.10557031177837,-2.09745187020491,2.35251265447684,-0.497995983919549,-0.42167679655717,2.04320010441138,-0.882852519636531,1.00399203184089,-0.260440127148371,-0.309385355577173,-0.339327065149329,-0.522786880524923,2.15507856848971,-0.260440127148371,-0.260440127148371,1.14205792160306,-0.746993975879324,-0.571969348977909,0.645825757531325,-0.339327065149329,1.8975227515349,1.26148061155665,1.56602823871233,-0.447557473748001,-0.277426597934263,2.51040188955052,-0.277426597934263,2.21647510808534,1.9435099097331,-0.367794408974263,-0.596511598341995,-0.242584949300485,-0.293702008105524,-0.293702008105524,-0.381594914666171,-0.911882345352023,1.66300203174132,-0.395155852984804,0.522786880524922,-0.447557473748001,-0.32456914940173,-0.926685636371211,-1.8975227515349,-0.242584949300485,-0.658245665630879,-0.339327065149329
"102",0.813224036372102,0.510416743970309,-1.45189531303052,-0.497995983919549,-0.683244853190834,-0.868607433331903,-0.911882345352023,-1.03666130759601,0.773138790737853,0.658245665630879,0.897274455936065,0.472954833477579,-0.42167679655717,-0.497995983919549,-0.42167679655717,-0.485512896097753,1.1236304795374,-0.988055650383099,-0.260440127148371,-0.309385355577173,-0.339327065149329,-0.522786880524923,-0.460308043755083,-0.260440127148371,-0.260440127148371,1.14205792160306,-0.746993975879324,-0.571969348977909,0.645825757531325,-0.339327065149329,-0.522786880524923,1.26148061155665,-0.633449624647684,-0.447557473748001,-0.277426597934263,-0.395155852984804,-0.277426597934263,-0.447557473748001,-0.510416743970309,-0.367794408974263,-0.596511598341995,-0.242584949300485,-0.293702008105524,-0.293702008105524,-0.381594914666171,-0.911882345352023,-0.596511598341995,2.51040188955052,0.522786880524922,-0.447557473748001,-0.32456914940173,1.07048168339433,0.522786880524922,-0.242584949300485,-0.658245665630879,-0.339327065149329
